Open;Close;High;Low;Volume;Volume_Max;Volume_Min;Is_US_Elections;Trend;Trend_7_Days;Trend_31_Days;Trend_12_Months
354.6400146484375;358.0;359.07000732421875;353.7799987792969;166280000;11456230000;14990000;0;1;1;1;0
358.0;358.42999267578125;360.5;356.0899963378906;203350000;11456230000;14990000;0;1;1;1;0
358.42999267578125;359.2900085449219;359.2900085449219;356.989990234375;172330000;11456230000;14990000;0;1;1;1;0
359.2900085449219;358.4100036621094;359.5599975585937;357.8699951171875;155140000;11456230000;14990000;0;-1;1;1;0
358.4100036621094;354.5799865722656;358.4100036621094;354.32000732421875;120250000;11456230000;14990000;0;-1;1;1;0
354.5799865722656;360.6499938964844;360.6499938964844;354.54998779296875;137410000;11456230000;14990000;0;1;1;1;0
360.6499938964844;360.8599853515625;362.260009765625;360.0;199540000;11456230000;14990000;0;1;1;1;0
360.8599853515625;361.2300109863281;361.8399963378906;360.2300109863281;165690000;11456230000;14990000;0;1;1;1;0
361.260009765625;363.1600036621094;363.5199890136719;361.2099914550781;187860000;11456230000;14990000;0;1;1;1;0
363.1600036621094;367.3999938964844;367.8500061035156;362.4299926757813;175520000;11456230000;14990000;0;1;1;1;0
367.3999938964844;366.6400146484375;368.7799987792969;365.489990234375;199720000;11456230000;14990000;0;-1;1;1;0
366.6400146484375;364.9599914550781;366.6400146484375;364.4200134277344;164030000;11456230000;14990000;0;-1;1;1;0
365.9200134277344;363.1499938964844;365.9200134277344;361.6000061035156;160360000;11456230000;14990000;0;-1;1;1;0
363.1499938964844;358.7099914550781;363.489990234375;357.67999267578125;142600000;11456230000;14990000;0;-1;-1;1;0
358.7099914550781;361.6300048828125;361.6300048828125;357.70001220703125;119550000;11456230000;14990000;0;1;1;1;0
361.6300048828125;366.25;367.2699890136719;361.1499938964844;157100000;11456230000;14990000;0;1;1;1;0
366.25;364.8999938964844;367.0899963378906;364.510009765625;158910000;11456230000;14990000;0;-1;-1;1;0
364.8999938964844;362.8999938964844;364.8999938964844;361.6400146484375;135770000;11456230000;14990000;0;-1;-1;1;0
362.8900146484375;362.9100036621094;363.1400146484375;360.7099914550781;205130000;11456230000;14990000;0;1;-1;1;0
362.9100036621094;356.8800048828125;362.9100036621094;356.8800048828125;133470000;11456230000;14990000;0;-1;-1;1;0
356.8800048828125;358.4700012207031;358.8999938964844;356.17999267578125;134930000;11456230000;14990000;0;1;-1;1;0
358.4700012207031;359.1000061035156;359.9100036621094;357.0;137420000;11456230000;14990000;0;1;-1;1;0
359.1000061035156;360.4700012207031;360.8800048828125;357.6300048828125;138570000;11456230000;14990000;0;1;-1;1;0
360.5199890136719;355.42999267578125;363.2000122070313;355.3099975585937;172570000;11456230000;14990000;0;-1;-1;1;0
355.4200134277344;352.3099975585937;356.4100036621094;351.9100036621094;133100000;11456230000;14990000;0;-1;-1;1;0
352.32000732421875;352.0599975585937;356.0899963378906;351.8500061035156;141420000;11456230000;14990000;0;-1;-1;1;0
352.0599975585937;355.1400146484375;355.8900146484375;351.2300109863281;146620000;11456230000;14990000;0;1;-1;1;0
355.1600036621094;357.6300048828125;357.6300048828125;355.1600036621094;136120000;11456230000;14990000;0;1;-1;1;0
357.6400146484375;358.0199890136719;359.0899963378906;357.29998779296875;145510000;11456230000;14990000;0;1;-1;1;0
358.0199890136719;359.5400085449219;359.5799865722656;357.5400085449219;130200000;11456230000;14990000;0;1;-1;1;0
359.5400085449219;360.1600036621094;360.7300109863281;359.44000244140625;130050000;11456230000;14990000;0;1;1;1;0
360.1600036621094;355.67999267578125;360.1600036621094;354.8599853515625;128320000;11456230000;14990000;0;-1;1;-1;0
355.69000244140625;358.4200134277344;359.0199890136719;354.6400146484375;111730000;11456230000;14990000;0;1;1;-1;0
358.4200134277344;359.5199890136719;360.04998779296875;358.1099853515625;119390000;11456230000;14990000;0;1;1;1;0
359.5199890136719;356.489990234375;359.739990234375;356.4100036621094;147630000;11456230000;14990000;0;-1;-1;-1;0
356.489990234375;361.2300109863281;361.2300109863281;356.489990234375;162220000;11456230000;14990000;0;1;1;1;0
361.2300109863281;365.4400024414063;365.4599914550781;360.5700073242188;213180000;11456230000;14990000;0;1;1;1;0
365.4500122070313;367.30999755859375;369.6799926757813;365.4500122070313;215600000;11456230000;14990000;0;1;1;1;0
367.30999755859375;368.9500122070313;369.7799987792969;367.30999755859375;149430000;11456230000;14990000;0;1;1;1;0
368.9500122070313;367.5199890136719;369.3999938964844;364.989990234375;176790000;11456230000;14990000;0;-1;1;1;0
367.5199890136719;364.2200012207031;367.5199890136719;362.9500122070313;168760000;11456230000;14990000;0;-1;1;-1;0
364.2200012207031;365.3200073242188;365.3200073242188;361.2900085449219;161990000;11456230000;14990000;0;1;1;-1;0
365.3200073242188;361.6099853515625;366.6400146484375;361.5799865722656;177810000;11456230000;14990000;0;-1;1;-1;0
361.6099853515625;355.3099975585937;361.6099853515625;350.0899963378906;209030000;11456230000;14990000;0;-1;-1;-1;0
355.3099975585937;355.7900085449219;356.0899963378906;351.4599914550781;181920000;11456230000;14990000;0;1;-1;-1;0
355.7900085449219;357.0899963378906;357.5199890136719;354.79998779296875;163530000;11456230000;14990000;0;1;-1;-1;0
357.0899963378906;355.9100036621094;357.4700012207031;353.95001220703125;155040000;11456230000;14990000;0;-1;-1;-1;0
355.8999938964844;353.44000244140625;355.94000244140625;352.1400146484375;149070000;11456230000;14990000;0;-1;-1;-1;0
353.44000244140625;355.54998779296875;355.54998779296875;351.1499938964844;146470000;11456230000;14990000;0;1;-1;-1;0
355.54998779296875;356.1499938964844;357.5400085449219;353.9100036621094;175380000;11456230000;14990000;0;1;-1;-1;0
356.1499938964844;355.5199890136719;357.3500061035156;353.82000732421875;178260000;11456230000;14990000;0;-1;1;-1;0
355.5199890136719;351.4800109863281;355.5199890136719;349.7300109863281;253090000;11456230000;14990000;0;-1;-1;-1;0
351.4800109863281;344.8599853515625;351.4800109863281;338.20001220703125;295880000;11456230000;14990000;0;-1;-1;-1;0
344.8599853515625;334.42999267578125;344.8599853515625;333.2699890136719;240400000;11456230000;14990000;0;-1;-1;-1;0
334.42999267578125;334.8299865722656;338.6300048828125;332.2200012207031;231580000;11456230000;14990000;0;1;-1;-1;0
334.8299865722656;338.3500061035156;339.2099914550781;334.8299865722656;190400000;11456230000;14990000;0;1;-1;-1;0
338.3500061035156;339.94000244140625;340.5599975585937;337.5599975585937;155810000;11456230000;14990000;0;1;-1;-1;0
339.8999938964844;335.5199890136719;339.8999938964844;334.2200012207031;145340000;11456230000;14990000;0;-1;-1;-1;0
335.3900146484375;338.8399963378906;338.8800048828125;332.0199890136719;122820000;11456230000;14990000;0;1;-1;-1;0
338.8399963378906;339.3900146484375;340.9599914550781;337.19000244140625;130320000;11456230000;14990000;0;1;-1;-1;0
339.3900146484375;340.0599975585937;341.9200134277344;339.3800048828125;136710000;11456230000;14990000;0;1;1;-1;0
340.0599975585937;332.3900146484375;340.0599975585937;332.3900146484375;138850000;11456230000;14990000;0;-1;-1;-1;0
332.3599853515625;327.8299865722656;332.3599853515625;324.6300048828125;212560000;11456230000;14990000;0;-1;-1;-1;0
327.8299865722656;328.510009765625;329.8999938964844;327.07000732421875;129630000;11456230000;14990000;0;1;-1;-1;0
328.510009765625;321.8599853515625;328.510009765625;318.7799987792969;194630000;11456230000;14990000;0;-1;-1;-1;0
321.8599853515625;316.54998779296875;324.1499938964844;316.54998779296875;175550000;11456230000;14990000;0;-1;-1;-1;0
316.54998779296875;307.0599975585937;316.54998779296875;306.5599975585937;250440000;11456230000;14990000;0;-1;-1;-1;0
307.0599975585937;311.510009765625;311.6499938964844;306.17999267578125;199040000;11456230000;14990000;0;1;-1;-1;0
311.54998779296875;321.44000244140625;323.1099853515625;311.54998779296875;160150000;11456230000;14990000;0;1;-1;-1;0
321.44000244140625;321.3399963378906;322.20001220703125;320.25;127660000;11456230000;14990000;0;-1;-1;-1;0
321.3399963378906;324.19000244140625;325.8299865722656;320.8699951171875;134240000;11456230000;14990000;0;1;-1;-1;0
324.19000244140625;318.7099914550781;324.57000732421875;317.82000732421875;120890000;11456230000;14990000;0;-1;-1;-1;0
318.7099914550781;322.5599975585937;322.57000732421875;316.5899963378906;96480000;11456230000;14990000;0;1;1;-1;0
322.5599975585937;323.0899963378906;323.0899963378906;319.1099853515625;92940000;11456230000;14990000;0;1;1;-1;0
323.0899963378906;324.3900146484375;324.5199890136719;320.989990234375;120610000;11456230000;14990000;0;1;1;-1;0
324.3900146484375;320.4599914550781;324.3900146484375;319.3699951171875;125620000;11456230000;14990000;0;-1;-1;-1;0
320.4599914550781;323.3999938964844;324.17999267578125;319.7099914550781;123800000;11456230000;14990000;0;1;1;-1;0
323.4200134277344;321.6300048828125;326.5299987792969;320.3099975585937;119730000;11456230000;14990000;0;-1;-1;-1;0
321.6300048828125;321.0400085449219;322.17999267578125;319.6000061035156;113220000;11456230000;14990000;0;-1;1;-1;0
321.0400085449219;322.5400085449219;322.54998779296875;319.6000061035156;129890000;11456230000;14990000;0;1;-1;-1;0
322.510009765625;318.6499938964844;322.510009765625;318.0199890136719;123390000;11456230000;14990000;0;-1;-1;-1;0
318.6499938964844;316.8299865722656;318.6499938964844;314.760009765625;133390000;11456230000;14990000;0;-1;-1;-1;0
316.8299865722656;317.7699890136719;318.04998779296875;315.2099914550781;110600000;11456230000;14990000;0;1;-1;-1;0
317.7699890136719;318.6000061035156;318.8500061035156;314.2699890136719;141130000;11456230000;14990000;0;1;-1;-1;0
318.6000061035156;316.6000061035156;319.3500061035156;316.25;147530000;11456230000;14990000;0;-1;-1;-1;0
316.6000061035156;311.4800109863281;316.6000061035156;310.54998779296875;145100000;11456230000;14990000;0;-1;-1;-1;0
311.5299987792969;311.32000732421875;312.1700134277344;307.9800109863281;201050000;11456230000;14990000;0;-1;-1;-1;0
311.29998779296875;304.5899963378906;311.29998779296875;303.5799865722656;164070000;11456230000;14990000;0;-1;-1;-1;0
305.4599914550781;308.260009765625;308.2699890136719;304.2300109863281;155940000;11456230000;14990000;0;1;-1;-1;0
308.260009765625;305.0599975585937;308.2799987792969;303.04998779296875;155570000;11456230000;14990000;0;-1;-1;-1;0
305.0599975585937;300.9700012207031;307.4700012207031;299.1000061035156;182690000;11456230000;14990000;0;-1;-1;-1;0
300.9700012207031;306.04998779296875;306.04998779296875;295.9800109863281;201010000;11456230000;14990000;0;1;-1;-1;0
306.1000061035156;314.94000244140625;314.94000244140625;306.1000061035156;202210000;11456230000;14990000;0;1;1;-1;0
314.94000244140625;315.2099914550781;319.69000244140625;314.94000244140625;188360000;11456230000;14990000;0;1;1;-1;0
315.2099914550781;311.3999938964844;316.260009765625;310.70001220703125;135490000;11456230000;14990000;0;-1;1;-1;0
311.3999938964844;312.69000244140625;313.3999938964844;308.5899963378906;145410000;11456230000;14990000;0;1;1;-1;0
312.69000244140625;311.5;314.7900085449219;305.760009765625;153380000;11456230000;14990000;0;-1;1;-1;0
311.5;313.4800109863281;315.0299987792969;311.5;99470000;11456230000;14990000;0;1;1;1;0
313.4599914550781;305.1000061035156;313.4599914550781;305.0899963378906;145610000;11456230000;14990000;0;-1;-1;-1;0
305.0899963378906;300.3900146484375;306.42999267578125;299.2099914550781;169190000;11456230000;14990000;0;-1;-1;-1;0
300.3900146484375;295.4599914550781;301.45001220703125;294.510009765625;180060000;11456230000;14990000;0;-1;-1;-1;0
295.45001220703125;300.0299987792969;301.67999267578125;295.2200012207031;187940000;11456230000;14990000;0;1;-1;-1;0
300.0299987792969;303.2300109863281;304.7900085449219;296.4100036621094;164980000;11456230000;14990000;0;1;-1;-1;0
303.2300109863281;298.9200134277344;304.3399963378906;298.1199951171875;149570000;11456230000;14990000;0;-1;-1;-1;0
298.9200134277344;298.760009765625;301.5;297.7900085449219;161260000;11456230000;14990000;0;-1;-1;-1;0
298.75;305.739990234375;305.739990234375;298.75;204110000;11456230000;14990000;0;1;1;-1;0
305.739990234375;312.4800109863281;312.4800109863281;305.739990234375;221480000;11456230000;14990000;0;1;1;-1;0
312.4800109863281;314.760009765625;315.8299865722656;310.4700012207031;152650000;11456230000;14990000;0;1;1;-1;0
314.760009765625;312.3599853515625;315.0599975585937;312.0599975585937;146300000;11456230000;14990000;0;-1;1;-1;0
312.3599853515625;312.6000061035156;313.510009765625;310.739990234375;149290000;11456230000;14990000;0;1;1;-1;0
312.6000061035156;310.1700134277344;313.7099914550781;309.70001220703125;141460000;11456230000;14990000;0;-1;1;-1;0
310.1700134277344;304.7099914550781;310.1700134277344;304.7099914550781;130190000;11456230000;14990000;0;-1;1;-1;0
304.739990234375;301.8800048828125;307.4100036621094;300.69000244140625;133980000;11456230000;14990000;0;-1;-1;-1;0
301.8800048828125;304.0599975585937;304.3599853515625;299.44000244140625;153450000;11456230000;14990000;0;1;-1;-1;0
304.0599975585937;304.0;305.70001220703125;302.3299865722656;156060000;11456230000;14990000;0;-1;-1;-1;0
303.989990234375;307.0199890136719;307.2699890136719;301.6099853515625;159270000;11456230000;14990000;0;1;-1;-1;0
307.0199890136719;311.8500061035156;311.94000244140625;306.8800048828125;168700000;11456230000;14990000;0;1;-1;1;0
311.8500061035156;314.5899963378906;314.6099853515625;311.4100036621094;147510000;11456230000;14990000;0;1;1;1;0
314.5899963378906;311.6199951171875;314.760009765625;311.42999267578125;142660000;11456230000;14990000;0;-1;1;1;0
311.6199951171875;306.010009765625;311.6199951171875;305.7900085449219;149130000;11456230000;14990000;0;-1;1;-1;0
306.010009765625;307.6099853515625;309.7699890136719;305.0299987792969;155570000;11456230000;14990000;0;1;1;1;0
307.6099853515625;313.739990234375;313.7799987792969;307.6099853515625;145160000;11456230000;14990000;0;1;1;1;0
313.739990234375;319.4800109863281;319.7699890136719;313.7300109863281;161390000;11456230000;14990000;0;1;1;1;0
319.4800109863281;317.6700134277344;319.4800109863281;317.260009765625;160240000;11456230000;14990000;0;-1;1;1;0
317.6600036621094;320.3999938964844;321.70001220703125;317.2300109863281;179310000;11456230000;14990000;0;1;1;1;0
320.3999938964844;317.0199890136719;320.3999938964844;316.1300048828125;151370000;11456230000;14990000;0;-1;1;1;0
317.0199890136719;317.1199951171875;318.79998779296875;314.989990234375;165440000;11456230000;14990000;0;1;1;1;0
317.1499938964844;319.3399963378906;319.3900146484375;317.1499938964844;140950000;11456230000;14990000;0;1;1;1;0
319.3399963378906;315.3099975585937;319.3399963378906;315.3099975585937;161170000;11456230000;14990000;0;-1;1;1;0
315.3099975585937;316.0299987792969;316.1499938964844;312.4200134277344;140660000;11456230000;14990000;0;1;-1;1;0
316.0299987792969;315.1000061035156;317.29998779296875;315.0599975585937;63350000;11456230000;14990000;0;-1;-1;1;0
315.0799865722656;316.510009765625;316.510009765625;311.4800109863281;131540000;11456230000;14990000;0;1;-1;1;0
316.510009765625;318.1000061035156;318.69000244140625;315.79998779296875;147590000;11456230000;14990000;0;1;1;1;0
318.1099853515625;317.95001220703125;319.9599914550781;317.6199951171875;145490000;11456230000;14990000;0;-1;1;1;0
317.95001220703125;316.4200134277344;317.95001220703125;315.0299987792969;140920000;11456230000;14990000;0;-1;-1;1;0
316.4200134277344;322.2200012207031;323.0199890136719;315.4200134277344;192350000;11456230000;14990000;0;1;1;1;0
322.2300109863281;324.1000061035156;324.8999938964844;322.2300109863281;177000000;11456230000;14990000;0;1;1;1;0
324.1099853515625;326.3500061035156;326.7699890136719;321.9700012207031;185820000;11456230000;14990000;0;1;1;1;0
326.3599853515625;329.9200134277344;329.9200134277344;325.6600036621094;205820000;11456230000;14990000;0;1;1;1;0
329.94000244140625;329.07000732421875;333.9800109863281;328.3699951171875;256380000;11456230000;14990000;0;-1;1;1;0
329.0899963378906;327.75;329.3900146484375;326.3900146484375;164950000;11456230000;14990000;0;-1;1;1;0
327.75;328.8900146484375;328.9700012207031;326.1499938964844;138650000;11456230000;14990000;0;1;1;1;0
328.8800048828125;326.44000244140625;328.8800048828125;325.6499938964844;145330000;11456230000;14990000;0;-1;1;1;0
326.44000244140625;330.19000244140625;330.3599853515625;326.44000244140625;182270000;11456230000;14990000;0;1;1;1;0
330.1400146484375;329.3399963378906;330.5799865722656;328.7699890136719;162110000;11456230000;14990000;0;-1;1;1;0
329.3399963378906;326.82000732421875;329.3399963378906;325.1600036621094;151010000;11456230000;14990000;0;-1;-1;1;0
326.82000732421875;326.0199890136719;326.82000732421875;324.4599914550781;118560000;11456230000;14990000;0;-1;-1;1;0
326.0199890136719;330.04998779296875;330.42999267578125;325.75;176460000;11456230000;14990000;0;1;1;1;0
330.0400085449219;330.20001220703125;330.79998779296875;329.3900146484375;180380000;11456230000;14990000;0;1;1;1;0
330.20001220703125;330.1199951171875;330.739990234375;326.94000244140625;174700000;11456230000;14990000;0;-1;1;1;0
330.1199951171875;331.75;332.4700012207031;330.1199951171875;233400000;11456230000;14990000;0;1;1;1;0
331.739990234375;329.8999938964844;331.739990234375;329.1600036621094;57200000;11456230000;14990000;0;-1;1;1;0
